
2;Depositar;462.45399576069474;23:10:708
2;Sacar;6988.127880826755;23:10:843
2;Depositar;7860.437852463201;23:10:135
2;Sacar;6954.16031841784;23:10:319
2;Depositar;8054.24921286593;23:10:435
2;Depositar;9333.115219516154;23:10:690
2;Depositar;7737.2004938891205;23:10:876
2;Depositar;105.75673633278707;23:10:132
2;Depositar;9631.602198944996;23:10:407
2;Depositar;9342.806604975467;23:10:634
2;Depositar;8679.39509664626;23:10:873
2;Depositar;6297.654886107098;23:10:92
2;Depositar;2840.2939963137073;23:10:350
2;Sacar;4729.784290971983;23:10:579
2;Sacar;192.32352641901565;23:10:785
2;Depositar;7889.261487008692;23:10:68
2;Depositar;3015.5248068648534;23:10:197
2;Depositar;6868.343326289581;23:10:460
2;Sacar;9644.433703684314;23:10:726
2;Sacar;6527.082641095284;23:10:890
2;Sacar;751.504096957835;23:10:38
2;Depositar;82.71450593906586;23:10:251
2;Sacar;3450.7617041872713;23:10:547
2;Depositar;6400.185794582808;23:10:704
2;Sacar;8711.83807515267;23:10:964
2;Sacar;712.3286971876101;23:10:237
2;Depositar;4950.526550208858;23:10:377
2;Sacar;9447.611978928586;23:10:652
2;Depositar;3481.201657747717;23:10:909
2;Depositar;7302.744913268936;23:10:199
2;Sacar;86.35761711302835;23:10:469
2;Depositar;9347.140980809898;23:10:585
2;Sacar;7118.220514652553;23:10:798
2;Depositar;2976.3401341855088;23:10:984
2;Sacar;7811.268060397752;23:10:133
2;Depositar;6241.538950622521;23:10:337
2;Depositar;282.75820691156383;23:10:454
2;Depositar;9768.80138532084;23:10:742
2;Depositar;9642.860030530224;23:10:24
2;Depositar;4837.337439030197;23:10:164
2;Depositar;2676.888932098939;23:10:454
2;Depositar;5960.897478497828;23:10:693
2;Depositar;2356.1216820127615;23:10:891
2;Depositar;7190.328455869607;23:10:65
2;Depositar;9930.846629455322;23:10:270
2;Sacar;8940.293210755786;23:10:501
2;Depositar;1748.0327441928096;23:10:699
2;Depositar;8404.664700077446;23:10:852
2;Sacar;6121.055948526223;23:10:69
2;Sacar;4642.041206325559;23:10:301
2;Sacar;3672.487925759353;23:10:550
2;Sacar;7477.028532234155;23:10:850
2;Sacar;9573.691959338463;23:10:987
2;Sacar;503.4156777006638;23:10:93
2;Sacar;9155.66860166689;23:10:214
2;Depositar;2978.631756571599;23:10:441
2;Depositar;9965.682683036015;23:10:577
2;Sacar;7870.008773004987;23:10:827
2;Depositar;6996.795956400026;23:10:15
2;Depositar;8682.184073101509;23:10:137
2;Depositar;1844.3205396662993;23:10:364
2;Depositar;7380.14664711262;23:10:532
2;Depositar;7153.3445450629715;23:10:635
2;Sacar;8341.923072223837;23:10:755
2;Sacar;3556.371065587915;23:10:926
2;Depositar;2055.754000233199;23:10:172
2;Depositar;7291.361479598336;23:10:284
2;Depositar;8284.309716642829;23:10:419
2;Sacar;289.13603656677645;23:10:677
2;Sacar;3541.721206145915;23:10:893
2;Sacar;1091.5229570774986;23:10:93
2;Sacar;146.38351992793883;23:10:227
2;Depositar;6664.958165567815;23:10:399
2;Depositar;8038.730219011941;23:10:619
2;Depositar;9519.472593229968;23:10:786
2;Sacar;8887.557751771734;23:10:01
2;Depositar;1463.136068065309;23:10:259
2;Sacar;3388.6758944255334;23:10:560
2;Sacar;3548.2658759790074;23:10:687
2;Sacar;4387.12090560031;23:10:844
2;Sacar;1463.1788009976124;23:10:98
2;Depositar;8888.076970067936;23:10:379
2;Depositar;1979.3414301066032;23:10:598
2;Sacar;3500.890022630593;23:10:748
2;Depositar;2088.5360011414796;23:10:968
2;Sacar;2428.6956507215596;23:10:201
2;Depositar;203.15159666525426;23:10:464
2;Depositar;126.25581641745153;23:10:711
2;Depositar;9720.203155204998;23:10:984
2;Sacar;3613.3880274337234;23:10:192
2;Sacar;427.7949190787285;23:10:498
2;Sacar;3664.6756648383603;23:10:605
2;Depositar;3474.2701030374615;23:10:777
2;Sacar;477.1352632755259;23:10:972
2;Depositar;9678.42854904575;23:10:91
2;Depositar;216.87987236644938;23:10:321
2;Sacar;8601.498490038199;23:10:621
